Day,Month,Year,Time,Location,Route,Aboard,Passengers Aboard,Crew Aboard,Fatalities,Passenger Fatalities,Crew Fatalities,Ground,Flight #,AC Type,Registration,cn / ln,Summary
05,March,1993,1112,"Skopje, Macedonia",Skopje - Zürich,97,92,5,83,79,4,0,301,Fokker 100,PH-KXL,11393,"The aircraft shuttered violently after takeoff,  rolled to the left, then right and crashed. Icing. Loss of roll controllability due to contamination on the wings with ice. Failure to de-ice the plane before taking off."
06,April,1993,0110,"950 nm S of  Shemya, Alaska",Shanghai - Los Angeles,264,248,16,2,2,0,0,583,McDonnell Douglas MD-11,B-2171,48495/461,"The slats were inadvertently deployed while at FL 330. The aircraft progressed through several pitch oscillations and lost 5,000 feet in altitude. Inadequate design of the flap/slat actuation handle that allowed the handle to be easily and inadvertently dislodged from the UP/RET position, thereby causing extension of the leading edge slats during cruise flight."
19,April,1993,1552,"Zwingle, Iowa","Cincinnati, OH - Pierre, SD",8,6,2,8,6,2,0,-,Mitsubishi MU-2B-60,N86SD,765SA,"While cruising at FL240, a fracture of the propeller hub resulted in the separation of a propeller blade and damage to the engine, nacelle, wing and fuselage causing significant degradation to aircraft performance. The aircraft was incapable of maintaining altitude and crashed into a silo while attempting to make an emergency landing. South Dakota Governor George Mickelson, 52, killed."
26,April,1993,1300,"Aurangabad, India",Aurangabad - Bombay,118,112,6,55,55,0,0,491,Boeing B-737-2A8,VT-ECQ,20961/375,"During take off, the aircraft failed to climb and struck a vehicle on a public road just beyond the end of the runway. The aircraft was substantially damaged and the pilot elected to carry out a forced landing. During the attempted landing, the aircraft struck powerlines, crashed and burned. Pilots error in initiating late rotation and following wrong rotation technique, and failure of the NAA to regulate the mobile traffic on the Beed road during the flight hours."
19,May,1993,1504,"Near Medellin, Colombia",Panama City - Medellin,132,125,7,132,125,7,0,501,Boeing B-727-46,HK-2422X,18876/217,"The plane hit Mt. Paramo Frontino at 12,300 ft. while on approach to Maria Cordova Airport. Errors by the crew and the ATC. The aircraft descended into mountainous terrain before actually reaching the Abejorral NDB beacon. The VOR/DME had been sabotaged by terrorists and not in service."
23,July,1993,1540,"Yinchuan, China",Yinchuan - Beijing,113,108,5,55,54,1,0,2119,British Aerospace 146-300,B-2716,E-3215,The aircraft crashed into a lake after it was unable to get airborne while attempting to takeoff. Mechanical failure. Flaps selected but did not extend.
26,July,1993,1548,"Haenam, South Korea",Seoul - Mokpo,110,104,6,68,64,4,0,733,Boeing B-737-5L9,HL-7229,24805/1878,The aircraft hit Mt. Ungeo at 800 ft. while on approach after two missed landing attempts in high winds and heavy rain. Captain's decision to land in weather that had fallen below minima.
18,August,1993,1656,"Leeward Point Airfield, Guantanamo Bay, Cuba","Norfolk, VA - Guantanamo, Cuba",3,0,3,0,0,0,0,808,McDonnell Douglas DC-8-61,N814CK,46127,"The cargo plane crashed 1/4 of a mile short of the runway, while on approach. the captain had decided, for no particular reason, to  land from the west, requiring a sharp turn just before the runway to stay within the US-controlled military base. He then became fixated on sighting the strobe light marking the border, not having
   been informed that it was not working. Primary cause was impaired judgment, decision-making, and flying abilities of the captain and flight crew due to the effects of fatigue."
14,September,1993,16:43,"Warsaw, Poland",Frankfurt - Warszawa,70,64,6,2,1,1,0,LH2904,Airbus A320-211,D-AIPN,105,"The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named ""Kulbach."""
26,October,1993,1304,"Fuzhou, China",Shenzen - Fuzhou,80,71,9,2,2,0,0,5398,McDonnell Douglas MD-82,B-2103,49355,"While landing during a rainstorm, the aircraft went off the end of the runway, into a swamp, collapsing the landing gear and breaking the fuselage into three sections."
10,November,1993,1805,"Sandy Lake, Canada",Winnipeg - Sandy Lake,7,4,3,7,4,3,0,205,Hawker Siddeley HS-748-234 Srs. 2A,C-GQTH,1617,"The aircraft took off and made a low right turn, struck trees and crashed. The crew most likely lost situational awareness and as a result did not detect the increasing deviation from their intended flight path. Contributing factor was the loss of AC power to some of the flight instruments the reason for which could not be determined."
13,November,1993,1455,"Urumqi, China",Beijing - Urumqi,102,92,10,12,8,4,0,6901,McDonnell Douglas MD-82,B-2141,49849/1772,"The plane crashed short of the runway while landing in dense fog, hitting power lines and a wall. The autopilot disconnected during approach and re-engaged with the vertical speed mode at 800ft/min."
20,November,1993,2330,"Near Ohrid, Macedonia",Genèva- Skopje,116,108,8,116,108,8,0,110,Yakovlev YAK-42D,RA-42390,4016557,The airliner crashed and exploded after an aborted landing at Ohrid Airport. The aircraft was diverted to Ohrid because of bad weather. Violation of airport traffic pattern. The flight had earlier carried out a missed approach but the crew had reportedly failed to follow the normal procedure and as a result lost situational awareness. The VOR beacon not working. Misunderstanding because air traffic controller spoke Macedonian while the crew used Russian and English in their transmissions.
01,December,1993,1950,"Hibbing, Minnesota",Minneapolis/St. Paul - Hibbing,18,16,2,18,16,2,0,5719,British Aerospace Jetstream BA-3100,N334PX,706,"While on approach, the aircraft collided with trees and terrain 3 miles from the runway threshold in fog and freezing drizzle. Delay by the captain to start the descent which led to a breakdown in crew coordination and the loss of altitude awareness by the flightcrew during an unstabilized approach in night instrument meteorological conditions."
26,December,1993,2057,"Gyumri, Armenia",Krasnadar - Gyumri,36,31,5,36,31,5,0,5719,Antonov AN-26,RA-26141,12903,The aircraft stalled and crashed in fog when the tail struck the runway as the pilot attempted a go-around as it landed at Gyumri.
03,January,1994,1208,"Near Mamony, Siberia, Russia",Irkutsk - Moscow,124,115,9,124,115,9,1,130,Tupolev TU-154M,RA-85656,89A801,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the ""starter warning light"" thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire."
07,January,1994,2321,"Columbus, Ohio","Washington D.C. - Columbus, OH",8,3,5,5,2,3,0,6291,British Aerospace Jetstream 4101,N304UE,41016,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft."
24,February,1994,1116,"Nalchik, Russia",Volgograd - Nalchik,13,7,6,13,7,6,0,SP9045,Antonov AN-12V,RA-11118,013480002,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer."
25,February,1994,1946,"East Midlands, England",Edinburgh - Coventry,2,0,2,1,0,1,0,4272,Vickers 813 Viscount,G-OHOT,349,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffic services."
02,March,1994,1759,"New York, New York",New York City - Denver,116,110,6,0,0,0,0,795,McDonnell Douglas MD-82,N18835,49439,"The aircraft overran the runway and came to rest at the edge of the east river, after an aborted takeoff. Failure to turn on the pilot/static heat system resulting in erroneous air speed indication. Though heavily damaged, the plane was repaired and put back into service."
